Price,Prediction
26.15,27.375949958822694
26.0,27.386475341370712
26.05,27.396389819282373
26.5,27.40569183412748
26.6,27.415017578602296
26.55,27.42245384793546
26.0,27.42990908734346
26.1,27.43929661052546
26.45,27.448070326368637
26.5,27.457504179242026
26.6,27.467599853168664
26.8,27.477721281365525
27.0,27.487230774430234
26.9,27.495489016201738
26.9,27.503130569814495
26.75,27.509516106982392
27.0,27.51655568888796
27.75,27.524888739114715
28.5,27.53324304712266
28.0,27.54161866714083
28.55,27.548740143332516
28.65,27.555879786555302
28.15,27.562399888051615
27.95,27.568298867357868
27.6,27.571024119570517
27.25,27.573118568855136
27.1,27.575218361122626
27.55,27.578599020207122
27.9,27.58390156872806
28.1,27.592406419668688
28.1,27.601570721759682
28.05,27.60884513686621
28.0,27.61613810915414
28.0,27.62217417575912
27.85,27.62695013028912
27.75,27.63110051327455
27.7,27.635261483971682
27.5,27.6413463346961
27.3,27.647446707998895
27.5,27.653562643478484
27.85,27.662245201242456
27.85,27.669036643082364
27.95,27.675207654926965
28.0,27.68011889894463
27.95,27.68504267164602
27.95,27.689979004992058
28.0,27.694290175923157
28.15,27.69925009984133
29.55,27.705498186830724
29.25,27.713037723021614
28.65,27.721234247825244
28.6,27.728176171926833
28.15,27.735135805018487
27.95,27.742750947378227
27.45,27.75038551612154
27.2,27.75740180570348
26.4,27.764435993983337
26.7,27.77148812662105
26.25,27.779196004495084
26.15,27.786285790220834
26.2,27.794031417236706
26.35,27.80243455860721
26.1,27.811496891664877
26.15,27.82122009802117
26.45,27.83033035337326
26.8,27.838188338968603
28.35,27.84479086024148
28.0,27.851410224680873
27.65,27.857408720151994
27.45,27.862784762805447
27.65,27.869450030057504
27.7,27.875494545440297
27.7,27.882829990709283
27.4,27.891459659052924
27.45,27.899473586754596
27.55,27.90750795814937
27.5,27.916200580491587
27.35,27.92491537789081
27.2,27.93365240691604
27.25,27.941136214076536
27.3,27.948001357479793
27.0,27.954246258901932
27.15,27.95986933609301
27.25,27.962955737460593
27.3,27.96286123679085
27.45,27.966593025660217
27.5,27.969696579297104
27.55,27.970894784856533
28.1,27.972096047062802
28.15,27.973300373713478
28.15,27.97450777262601
28.15,27.975718251637808
27.75,27.977569573708312
27.85,27.9794256185392
27.55,27.980010887974256
27.0,27.980597650443574
27.5,27.980548154653892
27.45,27.98177404280352
27.75,27.984278568422916
27.5,27.98742723824032
27.7,27.99185945058277
27.95,27.996940724691395
27.75,28.00203496123398
27.85,28.00586668307386
27.8,28.009708179714355
27.25,28.01419723119322
27.5,28.018697734334015
27.5,28.021934208146092
27.6,28.025178938268912
27.55,28.028431945764503
27.45,28.031055496646555
27.4,28.031134719852282
27.55,28.031214145158025
27.6,28.031293773079344
27.6,28.032011359235167
27.45,28.03273077596791
27.2,28.032176517743334
27.3,28.03034533539064
27.65,28.02787172655235
27.9,28.025391807487434
28.0,28.022267806996332
28.5,28.01849808201418
29.2,28.015356495488707
29.45,28.011569139609854
29.3,28.007772122108857
29.1,28.003327663236682
29.0,27.998234111357185
28.9,27.993765320824934
28.3,27.989285130316834
28.2,27.985431265853354
28.0,27.98092981500094
28.25,27.97641688085554
28.15,27.971892434123024
28.05,27.967994200536605
26.2,27.966637042884912
26.65,27.963363157790234
26.85,27.9607186760499
26.8,27.9599807134888
26.85,27.95860311326811
26.95,27.956584243659098
27.05,27.95456022387252
27.15,27.95125553056607
27.15,27.947942406919555
27.2,27.943345321222917
27.15,27.938736508266857
27.25,27.934753693236928
27.2,27.93076071796457
27.35,27.92675755653081
27.5,27.922744182950527
27.5,27.918082816070303
27.55,27.914047313050073
27.15,27.910639270481322
27.1,27.90722253392643
27.5,27.903797081206857
27.55,27.899725134985445
27.65,27.895642801146124
28.1,27.8921878082919
28.05,27.8887240016804
27.85,27.88397584862346
28.2,27.879215582931177
28.3,27.875080928806003
28.45,27.870935727093773
28.0,27.8655044406833
27.9,27.858146033644225
27.9,27.849493344954542
28.45,27.839543072875344
28.25,27.829567417449002
28.45,27.82020406902413
28.5,27.811454589608378
28.6,27.803958300296152
28.7,27.795805132694866
28.85,27.786993411094603
28.9,27.776245945306574
29.25,27.76355779720787
29.75,27.752112791588498
30.3,27.74191409973031
30.4,27.73168939080105
30.5,27.720800843328604
30.7,27.71116002915342
31.2,27.702770131268608
30.0,27.69563434078715
29.4,27.69039361206467
29.0,27.685777269238304
29.3,27.68178690512922
29.95,27.678424116621894
28.75,27.676328259776543
28.55,27.674864811459642
28.55,27.672759874754185
28.6,27.671287323414273
28.5,27.66981101556584
28.45,27.668330941625957
28.9,27.669398112395413
28.85,27.671105760641314
28.9,27.668991234520504
28.95,27.666871314200403
29.25,27.665383741022346
29.4,27.66197910770863
29.5,27.661116809514006
29.4,27.660890066681134
29.45,27.661938255626747
30.0,27.662989118523758
30.1,27.660853886683256
30.15,27.657437697618676
30.25,27.65337503868403
30.3,27.64993977092557
30.05,27.64585798462691
30.0,27.642403540710145
30.2,27.638940284436448
30.9,27.635468193325313
31.3,27.632624999940937
31.65,27.630412308614254
31.7,27.62883172776888
31.45,27.627247114829515
31.35,27.62502070440816
31.5,27.62215085926635
31.3,27.617360427784885
31.55,27.612557775814945
31.5,27.607742872181824
31.55,27.601640175427185
31.85,27.595521910568582
32.8,27.589388037891464
32.8,27.58323851757996
32.7,27.577711064818686
32.75,27.575996042024858
32.0,27.576827664581046
32.0,27.577661408623346
31.5,27.575946259155547
31.55,27.573588979204413
31.55,27.569950175579937
31.5,27.56502657908907
31.55,27.55945266730103
31.3,27.55450229145231
30.7,27.55081479729785
29.95,27.549668916678712
30.05,27.54724460269065
30.6,27.543538594024042
30.45,27.540460886355735
30.8,27.536737572290317
30.95,27.53300475997473
31.55,27.53053793538283
32.8,27.52806481787105
32.9,27.526223146488068
32.65,27.524376776963802
32.5,27.52125018710912
31.5,27.517477866157865
31.0,27.513058166836842
30.9,27.510540458078772
30.5,27.50801632659428
29.95,27.505485755998855
29.95,27.502310974764157
29.9,27.49976584969978
29.9,27.497214231969423
29.75,27.494656105010158
28.2,27.4933669624209
28.1,27.492712286304627
27.9,27.49141818499418
28.1,27.49012078240488
28.85,27.488820070115096
29.1,27.487516039681715
29.55,27.484295417333968
29.5,27.48106657911288
27.35,27.47910501426368
27.75,27.476500690320474
27.85,27.4732519675917
25.75,27.4693572022029
24.35,27.46609025629015
24.45,27.462177221229666
25.1,27.45825420393689
25.35,27.45432117894693
25.4,27.45037812072996
25.4,27.446425003691004
24.6,27.44246180216981
24.45,27.436575225134526
24.5,27.430673631321092
24.65,27.425394737523444
25.35,27.42329115267019
26.0,27.422457711733124
26.45,27.420346634467133
26.9,27.419505682004043
28.25,27.418662584254054
28.75,27.41845509084654
27.55,27.41888482322115
26.8,27.41995340695385
26.2,27.42102471666547
26.35,27.424012024616147
27.05,27.42636919814833
27.45,27.428732384878302
27.4,27.430463845043807
