Price,Prediction
28.0,15.287500000000001
28.0,15.225
27.85,15.025
27.75,15.1375
27.7,15.45
27.5,15.412500000000001
27.3,15.4375
27.5,15.500000000000002
27.85,15.575
27.85,15.7625
27.95,15.900000000000002
28.0,15.8625
27.95,15.599999999999998
27.95,15.700000000000001
28.0,15.712499999999999
28.15,13.287500000000001
29.55,16.775
29.25,15.850000000000001
28.65,15.862499999999999
28.6,16.525
28.15,16.4125
27.95,16.475
27.45,16.337500000000002
27.2,16.375
26.4,16.3625
26.7,16.225
26.25,16.3625
26.15,16.45
26.2,16.525
26.35,16.362499999999997
26.1,16.1875
26.15,16.2875
26.45,16.3625
26.8,15.600000000000001
28.35,15.4625
28.0,15.375
27.65,15.475000000000001
27.45,12.8125
27.65,16.7625
27.7,15.712499999999999
27.7,15.612499999999997
27.4,15.5625
27.45,15.4875
27.55,15.412500000000001
27.5,15.275
27.35,15.350000000000001
27.2,15.3375
27.25,15.450000000000001
27.3,15.387500000000001
27.0,15.337499999999999
27.15,15.3125
27.25,15.287500000000001
27.3,15.3625
27.45,14.9375
27.5,14.75
27.55,14.75
28.1,14.925
28.15,11.9875
28.15,16.05
28.15,14.8625
27.75,15.7
27.85,15.8125
27.55,15.912500000000001
27.0,15.912500000000001
27.5,15.875000000000002
27.45,15.6875
27.75,15.549999999999999
27.5,15.537500000000001
27.7,15.55
27.95,15.575
27.75,15.462499999999999
27.85,15.375
27.8,15.3625
27.25,15.225000000000001
27.5,15.0625
27.5,15.0
27.6,14.4375
27.55,14.525
27.45,17.0625
27.4,14.125
27.55,15.9875
27.6,16.3875
27.6,15.1125
27.45,15.1125
27.2,15.025
27.3,14.9375
27.65,15.025
27.9,15.3125
28.0,15.3125
28.5,15.200000000000001
29.2,14.975
29.45,14.8625
29.3,14.825
29.1,14.774999999999999
29.0,14.799999999999999
28.9,14.9
28.3,14.4375
28.2,14.325
28.0,14.125
28.25,14.0875
28.15,15.475
28.05,15.45
26.2,14.112499999999999
26.65,14.087499999999999
26.85,14.175
26.8,14.287500000000001
26.85,14.475
26.95,14.625
27.05,14.525
27.15,14.45
27.15,14.299999999999999
27.2,14.35
27.15,14.4625
27.25,14.3875
27.2,14.4625
27.35,14.375
27.5,14.262500000000001
27.5,14.162500000000001
27.55,13.912499999999998
27.15,13.9125
27.1,14.0875
27.5,12.2625
27.55,12.3125
27.65,15.8875
28.1,14.399999999999999
28.05,14.787499999999998
27.85,14.8125
28.2,14.925
28.3,14.899999999999999
28.45,14.975000000000001
28.0,15.1125
27.9,14.737499999999999
27.9,15.225
28.45,15.212499999999999
28.25,15.225000000000001
28.45,14.475
28.5,15.175
28.6,14.2625
28.7,14.950000000000001
28.85,14.6625
28.9,14.5
29.25,15.6875
29.75,17.25
30.3,19.2625
30.4,14.0625
30.5,14.1875
30.7,14.375
31.2,14.625
30.0,14.7
29.4,14.75
29.0,14.899999999999999
29.3,15.0375
29.95,15.125
28.75,15.225000000000001
28.55,15.325
28.55,15.712499999999999
28.6,15.25
28.5,15.25
28.45,15.1375
28.9,15.15
28.85,15.1
28.9,15.162500000000001
28.95,16.0375
29.25,15.85
29.4,15.537499999999998
29.5,16.037499999999998
29.4,15.1125
29.45,15.337499999999999
30.0,15.412500000000001
30.1,15.5375
30.15,15.7
30.25,15.825000000000001
30.3,16.925
30.05,15.775000000000002
30.0,15.7875
30.2,15.6125
30.9,15.5875
31.3,16.5875
31.65,15.7
31.7,15.7375
31.45,16.95
31.35,14.75
31.5,11.6125
31.3,22.775
31.55,23.75
31.5,23.7875
31.55,25.6125
31.85,25.25
32.8,25.4875
32.8,25.8
32.7,25.7375
32.75,25.8625
32.0,25.8875
32.0,25.975
31.5,26.2875
31.55,26.3625
31.55,26.6125
31.5,26.6125
31.55,26.6875
31.3,26.85
30.7,26.7125
29.95,26.7375
30.05,26.8
30.6,27.25
30.45,24.625
30.8,26.475
30.95,26.0375
31.55,25.7875
32.8,26.05
32.9,29.0
32.65,28.8125
32.5,28.6875
31.5,28.8125
31.0,29.0
30.9,29.0625
30.5,29.5
29.95,29.6875
29.95,29.8125
29.9,30.0
29.9,29.875
29.75,30.0
28.2,30.3125
28.1,30.5
27.9,27.3375
28.1,23.5625
28.85,26.6625
29.1,26.55
29.55,27.125
29.5,29.9375
27.35,29.625
27.75,29.8125
27.85,30.0
25.75,29.8125
24.35,29.75
24.45,29.75
25.1,30.0
25.35,30.0625
25.4,30.0
25.4,29.9375
24.6,29.875
24.45,29.9375
24.5,27.15
24.65,27.3375
25.35,26.9875
26.0,24.387500000000003
26.45,15.687500000000002
26.9,15.675
28.25,24.5
28.75,27.1625
27.55,26.9875
26.8,30.125
26.2,30.625
26.35,30.4375
27.05,29.625
27.45,29.9375
27.4,29.8125
